created_at,id,full_text,cleaned_text,entities,retweet_count,favorite_count,CountyId,user_name,user_followers_count,user_friends_count,user_listed_count,favourites_count,user_location,geo
2020-04-09 06:39:26+00:00,1248138434142711808,"How’s your apocalypse going? This is how mines going #food #foodporn #foodphotography #fyp #covid #covidcooking #corona #mtg #magicthegathering @ Bentonville, Arkansas https://t.co/4Xtgw4wqjm","’ apocalypse going mines going food foodporn foodphotography fyp cooking mtg magicthegathering bentonville arkansas
","{'hashtags': [{'text': 'food', 'indices': [53, 58]}, {'text': 'foodporn', 'indices': [59, 68]}, {'text': 'foodphotography', 'indices': [69, 85]}, {'text': 'fyp', 'indices': [86, 90]}, {'text': 'covid', 'indices': [91, 97]}, {'text': 'covidcooking', 'indices': [98, 111]}, {'text': 'corona', 'indices': [112, 119]}, {'text': 'mtg', 'indices': [120, 124]}, {'text': 'magicthegathering', 'indices': [125, 143]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4Xtgw4wqjm', 'expanded_url': 'https://www.instagram.com/p/B-wBgb2HRpb/?igshid=1g6gdwvswgq2s', 'display_url': 'instagram.com/p/B-wBgb2HRpb/…', 'indices': [168, 191]}]}",0,1,55091,MTGAlchemy🧪The Alchemist,302,597,5,837,"Arkansas, USA","[-94.2134, 36.3667]"
2020-04-09 06:42:20+00:00,1248139164475961345,"Passover during covid-19 trials and tribulations 🔯
We pray to God that you and yours stay safe and healthy, and that the entire world be granted complete and speedy healing.
.
.
.
.
.
.
.
.
#passoverduringcovid19… https://t.co/Pt85Bd1g0j","passover trials tribulations 🔯 pray god stay safe healthy entire world granted complete speedy healing passoverduring…
","{'hashtags': [{'text': 'passoverduringcovid19', 'indices': [190, 212]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Pt85Bd1g0j', 'expanded_url': 'https://www.instagram.com/p/B-wB1piAqJD/?igshid=hks7rvhq0l11', 'display_url': 'instagram.com/p/B-wB1piAqJD/…', 'indices': [214, 237]}]}",0,0,6065,NOVEM,36,147,6,301,"Palm Springs, CA","[-116.5279, 33.8443]"
2020-04-05 01:01:26+00:00,1246603822639779842,"My favorite color is rain green.🤍
.
Just me or is spring even prettier in the rain? Green feels greener. Can you name where I took this pic? Where did you walk today?
.
#covid #fortworth #spring @ Fort Worth, Texas https://t.co/YZsClCZjUr","favorite color rain green🤍 spring even prettier rain green feels greener name took pic walk today fowoh spring fo woh texas
","{'hashtags': [{'text': 'covid', 'indices': [169, 175]}, {'text': 'fortworth', 'indices': [176, 186]}, {'text': 'spring', 'indices': [187, 194]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YZsClCZjUr', 'expanded_url': 'https://www.instagram.com/p/B-lHpXihiEA/?igshid=6aatt7t91ce', 'display_url': 'instagram.com/p/B-lHpXihiEA/…', 'indices': [215, 238]}]}",0,0,48439,Anna Leone,152,124,3,163,"Arlington, TX","[-97.3332, 32.7574]"
2020-04-05 01:04:26+00:00,1246604577715224577,"Homemade banana nut bread hot out of the  oven.
.
.
.
.
.
#bananabread #banana #baking #bread #covidbaking #food #foodphotography #bake @ Corona, California https://t.co/RanJ7TFja7","homemade banana nut bread hot oven bananabread banana baking bread baking food foodphotography bake california
","{'hashtags': [{'text': 'bananabread', 'indices': [58, 70]}, {'text': 'banana', 'indices': [71, 78]}, {'text': 'baking', 'indices': [79, 86]}, {'text': 'bread', 'indices': [87, 93]}, {'text': 'covidbaking', 'indices': [94, 106]}, {'text': 'food', 'indices': [107, 112]}, {'text': 'foodphotography', 'indices': [113, 129]}, {'text': 'bake', 'indices': [130, 135]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RanJ7TFja7', 'expanded_url': 'https://www.instagram.com/p/B-lH_Z4DkCQ/?igshid=2un62ihzxstg', 'display_url': 'instagram.com/p/B-lH_Z4DkCQ/…', 'indices': [157, 180]}]}",0,3,46109,Michael Vargo,497,972,33,2001,Corona,"[-117.566, 33.8753]"
2020-04-05 01:23:39+00:00,1246609413529575425,For all my hygiene friends missing those gross debridements and ultrasonic scaling...this one is for you. Some cameos from Connor and Laura too.  #powerwashing #quarantinelife @ New… https://t.co/m4OCt5O4ck,"hygiene friends missing gross debridements ultrasonic scalingthis one cameos connor laura powerwashing quarantinelife new…
","{'hashtags': [{'text': 'powerwashing', 'indices': [146, 159]}, {'text': 'quarantinelife', 'indices': [160, 175]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/m4OCt5O4ck', 'expanded_url': 'https://www.instagram.com/p/B-lKMEVn6tEd6slvFx8DRzpMJ2JvBcTsnYdAR00/?igshid=1ddv8bkl5d93d', 'display_url': 'instagram.com/p/B-lKMEVn6tEd…', 'indices': [183, 206]}]}",0,0,55079,TheRealMattRDH,160,422,3,2279,Milwaukee,"[-88.1085, 42.9774]"
2020-04-05 01:26:57+00:00,1246610243804696577,"The #fabulous justintimesgems made these #homemade #bakedgoods #blueberrydonut - he dropped them 6 feet away from my #apartment entrance #honoring #socialdistancing but being a good #friend @ Dallas, Texas https://t.co/luUH8Jutlm","fabulous justintimesgems made homemade bakedgoods blueberrydonut dropped feet away apament entrance honoring socialdistancing good friend dallas texas
","{'hashtags': [{'text': 'fabulous', 'indices': [4, 13]}, {'text': 'homemade', 'indices': [41, 50]}, {'text': 'bakedgoods', 'indices': [51, 62]}, {'text': 'blueberrydonut', 'indices': [63, 78]}, {'text': 'apartment', 'indices': [117, 127]}, {'text': 'honoring', 'indices': [137, 146]}, {'text': 'socialdistancing', 'indices': [147, 164]}, {'text': 'friend', 'indices': [182, 189]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/luUH8Jutlm', 'expanded_url': 'https://www.instagram.com/p/B-lKkIEjHl9/?igshid=14vdqny2fw638', 'display_url': 'instagram.com/p/B-lKkIEjHl9/…', 'indices': [206, 229]}]}",0,1,13067,Mark Carden,403,279,14,4645,"Smyrna, GA","[-96.7977, 32.7774]"
2020-04-05 01:27:23+00:00,1246610353464791040,"Takeout dinner from one of our favorite places, @Teleferic_wc #missingyou @lacookina #paellanegra #hangarsteak #porkbelly #patatasbravas #takeoutfood #supportlocalbusiness #stayhome… https://t.co/Hxsp9GXF14","takeout dinner one favorite places telefericwc missingyou lacookina paellanegra hangarsteak porkbelly patatasbravas takeoutfood suppolocalbusiness stayhome…
","{'hashtags': [{'text': 'missingyou', 'indices': [62, 73]}, {'text': 'paellanegra', 'indices': [85, 97]}, {'text': 'hangarsteak', 'indices': [98, 110]}, {'text': 'porkbelly', 'indices': [111, 121]}, {'text': 'patatasbravas', 'indices': [122, 136]}, {'text': 'takeoutfood', 'indices': [137, 149]}, {'text': 'supportlocalbusiness', 'indices': [150, 171]}, {'text': 'stayhome', 'indices': [172, 181]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Teleferic_wc', 'name': 'Telefèric Barcelona', 'id': 3676159393, 'id_str': '3676159393', 'indices': [48, 61]}, {'screen_name': 'lacookina', 'name': 'chef cabezas', 'id': 545583624, 'id_str': '545583624', 'indices': [74, 84]}], 'urls': [{'url': 'https://t.co/Hxsp9GXF14', 'expanded_url': 'https://www.instagram.com/p/B-lKnZJDC41OUUWtS4uFd5Q1N3mY1KMIjIw9mA0/?igshid=1n29ro03wr6h7', 'display_url': 'instagram.com/p/B-lKnZJDC41O…', 'indices': [183, 206]}]}",0,0,6081,Karen Yip,57,115,0,761,"San Francisco, CA","[-122.160284, 37.438554]"
2020-04-05 01:50:39+00:00,1246616208566296577,"...2020 Food Shopping! This is the world Today! 

#quarantinelife #traderjoes #food #shopping #gangster #quarantine #sixfeetapart #socialdistancing @ Trader Joe's-Saugus,MA https://t.co/Gt8OULrXdK","food shopping world today quarantinelife traderjoes food shopping gangster quarantine sixfeetapa socialdistancing trader joessaugusma
","{'hashtags': [{'text': 'quarantinelife', 'indices': [50, 65]}, {'text': 'traderjoes', 'indices': [66, 77]}, {'text': 'food', 'indices': [78, 83]}, {'text': 'shopping', 'indices': [84, 93]}, {'text': 'gangster', 'indices': [94, 103]}, {'text': 'quarantine', 'indices': [104, 115]}, {'text': 'sixfeetapart', 'indices': [116, 129]}, {'text': 'socialdistancing', 'indices': [130, 147]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Gt8OULrXdK', 'expanded_url': 'https://www.instagram.com/p/B-lNR4KnP9Y/?igshid=ryeazmm9zt3q', 'display_url': 'instagram.com/p/B-lNR4KnP9Y/…', 'indices': [173, 196]}]}",0,0,25025,Victor Zimmerman,1339,1935,28,45,"Boston, MA","[-71.02108806, 42.48059349]"
2020-04-05 01:52:00+00:00,1246616547742879744,"As the gate should be dropping tonight in Denver, here is a throwback to Denver SX 2019. 🥶 #quarantinelife @ Mile High Stadium https://t.co/M80PBNkOdT","gate dropping tonight denver throwback denver sx 🥶 quarantinelife mile high stadium
","{'hashtags': [{'text': 'quarantinelife', 'indices': [91, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/M80PBNkOdT', 'expanded_url': 'https://www.instagram.com/p/B-lNbuWnhii/?igshid=xq8s6feelplr', 'display_url': 'instagram.com/p/B-lNbuWnhii/…', 'indices': [127, 150]}]}",0,0,17119,Bubba Pauli,729,253,7,4921,"Edwardsville, IL","[-104.76658565, 39.83468272]"
2020-04-09 08:11:07+00:00,1248161506904002562,#latepost #coronavirus #quarantine #cuarentena #homesweethome #dominican #gay #proud #intomythirddecade #cancerawareness @ Yankee Stadium https://t.co/6MSZ7gbOPv,"latepost quarantine cuarentena homesweethome dominican gay proud intomythirddecade cancerawareness yankee stadium
","{'hashtags': [{'text': 'latepost', 'indices': [0, 9]}, {'text': 'coronavirus', 'indices': [10, 22]}, {'text': 'quarantine', 'indices': [23, 34]}, {'text': 'cuarentena', 'indices': [35, 46]}, {'text': 'homesweethome', 'indices': [47, 61]}, {'text': 'dominican', 'indices': [62, 72]}, {'text': 'gay', 'indices': [73, 77]}, {'text': 'proud', 'indices': [78, 84]}, {'text': 'intomythirddecade', 'indices': [85, 103]}, {'text': 'cancerawareness', 'indices': [104, 120]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6MSZ7gbOPv', 'expanded_url': 'https://www.instagram.com/p/B-wL_4ljR_k/?igshid=1cnl7mhnpbpn0', 'display_url': 'instagram.com/p/B-wL_4ljR_k/…', 'indices': [138, 161]}]}",0,0,36061,Francisco Jiménez,176,90,6,8609,"NY, USA.","[-73.92654366, 40.82936911]"
2020-04-09 08:35:09+00:00,1248167555791011841,"#DOTHE5 : 

1. WASH YOUR HANDS
2. DON'T TOUCH YOUR FACE
3. COUGH SNEEZE INTO YOUR ELBOW
4. STAY MORE THAN 1 METER/6 FEET AWAY FROM OTHERS
5. STAY HOME AND PRACTICE SOCIAL DISTANCING

#Snapchat #Coronavirus #COVID19… https://t.co/cfp0TWhZfy","dothe wash hands dont touch face cough sneeze elbow stay meter feet away others stay home practice social distancing snapchat …
","{'hashtags': [{'text': 'DOTHE5', 'indices': [0, 7]}, {'text': 'Snapchat', 'indices': [183, 192]}, {'text': 'Coronavirus', 'indices': [193, 205]}, {'text': 'COVID19', 'indices': [206, 214]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cfp0TWhZfy', 'expanded_url': 'https://www.instagram.com/p/B-wOwBplRyu/?igshid=1kzom6wj5lfdo', 'display_url': 'instagram.com/p/B-wOwBplRyu/…', 'indices': [216, 239]}]}",0,0,17197,Ari Flyy🦄,1000,3136,60,5195,"Naperville, IL","[-88.1557, 41.7498]"
2020-04-09 00:00:07+00:00,1248037943270203393,@ComradeBarnyard Well thankfully data caps are suspended right now due to the corona.,"comradebarnyard well thankfully data caps suspended right due
","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ComradeBarnyard', 'name': '(((Barnyard)))', 'id': 101418098, 'id_str': '101418098', 'indices': [0, 16]}], 'urls': []}",0,1,6061,steve lopez,357,157,32,4543,"Roseville, CA","[-121.34404228, 38.80899048]"
2020-04-09 00:01:36+00:00,1248038316563456002,"We will get through this together!
#besafe #stayhealthy #stayhome 
#untilwemeetagain 
https://t.co/a78hlT6Lbz
821 A Laguna Canyon  Laguna Beach, CA 92651 @ Laguna Candles https://t.co/LioTPbGpRO","get together besafe stayhealthy stayhome untilwemeetagain laguna canyon laguna beach ca laguna candles
","{'hashtags': [{'text': 'besafe', 'indices': [35, 42]}, {'text': 'stayhealthy', 'indices': [43, 55]}, {'text': 'stayhome', 'indices': [56, 65]}, {'text': 'untilwemeetagain', 'indices': [67, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/a78hlT6Lbz', 'expanded_url': 'http://www.lagunacandles.com', 'display_url': 'lagunacandles.com', 'indices': [86, 109]}, {'url': 'https://t.co/LioTPbGpRO', 'expanded_url': 'https://www.instagram.com/p/B-vT-gMjZym/?igshid=9jpb5ohmrfma', 'display_url': 'instagram.com/p/B-vT-gMjZym/…', 'indices': [171, 194]}]}",0,0,6059,Laguna Candles,1602,1868,43,29,"Laguna Beach, California","[-117.7797039, 33.5497938]"
2020-04-09 00:02:27+00:00,1248038531215380481,"The health &amp; safety of our employees, friends, colleagues and clients is our top priority. Please #StayHome if you can. You can help slow the spread of coronavirus and help save lives. We’re in this together. Learn… https://t.co/Bhr3rKGaLP","health amp safety employees friends colleagues clients top priority please stayhome help slow spread help save lives ’ together learn…
","{'hashtags': [{'text': 'StayHome', 'indices': [102, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bhr3rKGaLP', 'expanded_url': 'https://www.instagram.com/p/B-vUEtgpGTZ/?igshid=ujcsltmhofz9', 'display_url': 'instagram.com/p/B-vUEtgpGTZ/…', 'indices': [220, 243]}]}",1,2,6037,UniversalStudiosLot,1392,402,29,264,"Universal City, CA","[-118.35386777, 34.13916389]"
2020-04-09 00:03:19+00:00,1248038748954202114,"Message me now to place an order for your custom rolling tray with matching ashtray!
$20- Word/Saying/Quote
$30- Picture WITH Word/Saying/Quote
#420 #rollingtray #rollingloud #smoke #stayhome @ Detroit, Michigan https://t.co/HwzLVlrwBB","message place order custom rolling tray matching ashtray wordsayingquote picture wordsayingquote rollingtray rollingloud smoke stayhome detroit michigan
","{'hashtags': [{'text': 'rollingtray', 'indices': [149, 161]}, {'text': 'rollingloud', 'indices': [162, 174]}, {'text': 'smoke', 'indices': [175, 181]}, {'text': 'stayhome', 'indices': [182, 191]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HwzLVlrwBB', 'expanded_url': 'https://www.instagram.com/p/B-vULOxFAPR/?igshid=9tcwdch0j3wp', 'display_url': 'instagram.com/p/B-vULOxFAPR/…', 'indices': [212, 235]}]}",0,0,26163,Robin Reeves,496,834,9,164,"Detroit, MI","[-83.0507, 42.3368]"
2020-04-09 00:21:54+00:00,1248043425745776640,"Fuerte pero reflexivo !! Ama y perdona !!🙏
.
.
.
.
.
#stayathome 
#bendecidos
#jesussalva en Miami, Florida https://t.co/5GhzxMFC0m","fuee pero reflexivo ama perdona 🙏 stayathome bendecidos jesussalva en miami florida
","{'hashtags': [{'text': 'stayathome', 'indices': [53, 64]}, {'text': 'bendecidos', 'indices': [66, 77]}, {'text': 'jesussalva', 'indices': [78, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5GhzxMFC0m', 'expanded_url': 'https://www.instagram.com/p/B-vWTWCHh18/?igshid=a1zo2n0fod5x', 'display_url': 'instagram.com/p/B-vWTWCHh18/…', 'indices': [108, 131]}]}",0,0,,Guillermo Rasch,91,315,3,1505,,"[-80.1936, 25.7751]"
2020-04-09 00:22:37+00:00,1248043605790543877,"#socialdistancing with #myeverything @ Blue Point, New York https://t.co/TV85v261Ra","socialdistancing myeverything blue point new york
","{'hashtags': [{'text': 'socialdistancing', 'indices': [0, 17]}, {'text': 'myeverything', 'indices': [23, 36]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TV85v261Ra', 'expanded_url': 'https://www.instagram.com/p/B-vWYjipAdH/?igshid=1waxd4aa9lg40', 'display_url': 'instagram.com/p/B-vWYjipAdH/…', 'indices': [60, 83]}]}",0,0,36061,Joelle Hawkes,188,103,1,18,"New York, USA","[-73.0344, 40.7503]"
2020-04-09 00:23:17+00:00,1248043773273276417,"Just keeping track of all my mask looks...
#bakerslife #running #plague #covid19 #plaguedruid #apparentlyimessentialpersonnel🤦🏼‍♂️ #peopleneedtheirpastry @ Mt. Tabor, Portland, Oregon https://t.co/NQwaR6qyAa","keeping track mask looks bakerslife running plague plaguedruid apparentlyimessentialpersonnel🤦🏼‍♂️ peopleneedtheirpastry mt tabor poland oregon
","{'hashtags': [{'text': 'bakerslife', 'indices': [43, 54]}, {'text': 'running', 'indices': [55, 63]}, {'text': 'plague', 'indices': [64, 71]}, {'text': 'covid19', 'indices': [72, 80]}, {'text': 'plaguedruid', 'indices': [81, 93]}, {'text': 'apparentlyimessentialpersonnel', 'indices': [94, 125]}, {'text': 'peopleneedtheirpastry', 'indices': [131, 153]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NQwaR6qyAa', 'expanded_url': 'https://www.instagram.com/p/B-vWdStJS1D/?igshid=1gftmajjrgq8d', 'display_url': 'instagram.com/p/B-vWdStJS1D/…', 'indices': [184, 207]}]}",0,2,41005,The Black Hat Baker,72,105,8,137,"Portland, OR","[-122.5925937, 45.5128968]"
2020-04-09 00:25:26+00:00,1248044313923084288,"I want everyone to be safe. It's so important to #stayhome. Thank you https://t.co/0FEgzc5OMu

#businessUnusual #adweek
#BreatheCheckStepBack #WeGotThis #makingadifference
#BreatheCheckGetBack #wegotthis2020… https://t.co/imhfagm5wH","want everyone safe impoant stayhome thank businessunusual adweek breathecheckstepback wegotthis makingadifference breathecheckgetback wegotthis…
","{'hashtags': [{'text': 'stayhome', 'indices': [49, 58]}, {'text': 'businessUnusual', 'indices': [95, 111]}, {'text': 'adweek', 'indices': [112, 119]}, {'text': 'BreatheCheckStepBack', 'indices': [120, 141]}, {'text': 'WeGotThis', 'indices': [142, 152]}, {'text': 'makingadifference', 'indices': [153, 171]}, {'text': 'BreatheCheckGetBack', 'indices': [172, 192]}, {'text': 'wegotthis2020', 'indices': [193, 207]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0FEgzc5OMu', 'expanded_url': 'https://lnkd.in/eTbHhry', 'display_url': 'lnkd.in/eTbHhry', 'indices': [70, 93]}, {'url': 'https://t.co/imhfagm5wH', 'expanded_url': 'https://www.instagram.com/p/B-vWs_JpDG3/?igshid=10v5px0507nwu', 'display_url': 'instagram.com/p/B-vWs_JpDG3/…', 'indices': [209, 232]}]}",0,0,36061,SupermanandWW,115,846,0,4371,"New York, NY","[-84.3889, 33.7566]"
2020-04-09 00:25:47+00:00,1248044402288865280,"#laidbackcustomer
.
.

#Repost @SluggerMuseum with @get_repost
・・・
We’re all one team and we will get through this together.

#TogetherKY #TeamKentucky #HealthyAtHome #FlattenTheCurve #louisvillelove @ Louisville… https://t.co/N7AmBn1ewS","laidbackcustomer repost sluggermuseum getrepost ・・・ ’ one team get together togetherky teamkentucky healthyathome flattenthecurve louisvillelove louisville…
","{'hashtags': [{'text': 'laidbackcustomer', 'indices': [0, 17]}, {'text': 'Repost', 'indices': [23, 30]}, {'text': 'TogetherKY', 'indices': [126, 137]}, {'text': 'TeamKentucky', 'indices': [138, 151]}, {'text': 'HealthyAtHome', 'indices': [152, 166]}, {'text': 'FlattenTheCurve', 'indices': [167, 183]}, {'text': 'louisvillelove', 'indices': [184, 199]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SluggerMuseum', 'name': 'Louisville Slugger Museum & Factory', 'id': 3249062497, 'id_str': '3249062497', 'indices': [31, 45]}, {'screen_name': 'get_repost', 'name': 'Repost', 'id': 861721803395170305, 'id_str': '861721803395170305', 'indices': [51, 62]}], 'urls': [{'url': 'https://t.co/N7AmBn1ewS', 'expanded_url': 'https://www.instagram.com/p/B-vWvpqpLZj/?igshid=1ob5qrzsv7spk', 'display_url': 'instagram.com/p/B-vWvpqpLZj/…', 'indices': [214, 237]}]}",0,0,,Laid-Back Barker,326,160,3,1308,,"[-85.76362403, 38.25719577]"
2020-04-09 00:47:22+00:00,1248049834159935488,"Going to the shops during a global pandemic, but keep it cute #ootd
.
.
.
.
#coronavirus #covid19 #coronavirusnyc #covid19nyc #mask #gloves #pandemic #fashion @ Chelsea, Manhattan https://t.co/HJWxWDRGKI","going shops global pandemic keep cute ootd nyc nyc mask gloves pandemic fashion chelsea manhattan
","{'hashtags': [{'text': 'ootd', 'indices': [62, 67]}, {'text': 'coronavirus', 'indices': [76, 88]}, {'text': 'covid19', 'indices': [89, 97]}, {'text': 'coronavirusnyc', 'indices': [98, 113]}, {'text': 'covid19nyc', 'indices': [114, 125]}, {'text': 'mask', 'indices': [126, 131]}, {'text': 'gloves', 'indices': [132, 139]}, {'text': 'pandemic', 'indices': [140, 149]}, {'text': 'fashion', 'indices': [150, 158]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HJWxWDRGKI', 'expanded_url': 'https://www.instagram.com/p/B-vZNyxjA8J/?igshid=dcp97atbzp0o', 'display_url': 'instagram.com/p/B-vZNyxjA8J/…', 'indices': [180, 203]}]}",0,1,36061,Rachel J,282,704,5,17231,"New York, NY","[-74.002222, 40.745278]"
2020-04-08 01:09:16+00:00,1247692958050156544,"Happy World Health day! During these trying times, a big thank you to all those working on the front lines to keep us safe.
—
#worldhealthday #conciergepsychology #psychology #prescriptionsforlife #covid19… https://t.co/MixCvjPOlx","happy world health day trying times big thank working front lines keep us safe — worldhealthday conciergepsychology psychology prescriptionsforlife …
","{'hashtags': [{'text': 'worldhealthday', 'indices': [126, 141]}, {'text': 'conciergepsychology', 'indices': [142, 162]}, {'text': 'psychology', 'indices': [163, 174]}, {'text': 'prescriptionsforlife', 'indices': [175, 196]}, {'text': 'covid19', 'indices': [197, 205]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MixCvjPOlx', 'expanded_url': 'https://www.instagram.com/p/B-s27YODW7e/?igshid=4ac7jefhx7lz', 'display_url': 'instagram.com/p/B-s27YODW7e/…', 'indices': [207, 230]}]}",0,0,13089,Dr. Rebecca Johnson Osei,421,838,28,2390,"Atlanta, GA","[-84.37107731, 33.75947848]"
2020-04-08 01:10:22+00:00,1247693234484191232,"In the Battle Against Coronavirus, Humanity Lacks Leadership, YUVAL NOAH HARARI, March 20, 2020 yuval_noah_harari time 
🔗 Check link: https://t.co/qPEgst3Fsn
________
// 🦠 #COVID19 #CoronaVirus #TogetherApart #WashHands… https://t.co/8OhtGlsS8l","battle humanity lacks leadership yuval noah harari march yuvalnoahharari time 🔗 check link 🦠 togetherapa washhands…
","{'hashtags': [{'text': 'COVID19', 'indices': [172, 180]}, {'text': 'CoronaVirus', 'indices': [181, 193]}, {'text': 'TogetherApart', 'indices': [194, 208]}, {'text': 'WashHands', 'indices': [209, 219]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qPEgst3Fsn', 'expanded_url': 'http://shorturl.at/bCKL8', 'display_url': 'shorturl.at/bCKL8', 'indices': [134, 157]}, {'url': 'https://t.co/8OhtGlsS8l', 'expanded_url': 'https://www.instagram.com/p/B-s3DIdBVYx/?igshid=108nw1agfi67y', 'display_url': 'instagram.com/p/B-s3DIdBVYx/…', 'indices': [221, 244]}]}",0,0,36061,Irena Mazai,1114,41,37,2,"New York, USA","[-73.98083333, 40.76027778]"
2020-04-08 01:10:48+00:00,1247693343552872448,".
Q15a : tempestuous curl 
pen &amp; ink :: bristol board
#wip #workinprogress 
. 
#quarantinelife #quarantineART #quarantineartwork #penandink #illustratorsofinstagram #illustrationart #micronpen #illustration #artwork… https://t.co/pje4H3SeJj","qa tempestuous curl pen amp ink bristol board wip workinprogress quarantinelife quarantinea quarantineawork penandink illustratorsofinstagram illustrationa micronpen illustration awork…
","{'hashtags': [{'text': 'wip', 'indices': [58, 62]}, {'text': 'workinprogress', 'indices': [63, 78]}, {'text': 'quarantinelife', 'indices': [83, 98]}, {'text': 'quarantineART', 'indices': [99, 113]}, {'text': 'quarantineartwork', 'indices': [114, 132]}, {'text': 'penandink', 'indices': [133, 143]}, {'text': 'illustratorsofinstagram', 'indices': [144, 168]}, {'text': 'illustrationart', 'indices': [169, 185]}, {'text': 'micronpen', 'indices': [186, 196]}, {'text': 'illustration', 'indices': [197, 210]}, {'text': 'artwork', 'indices': [211, 219]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pje4H3SeJj', 'expanded_url': 'https://www.instagram.com/p/B-s3GWSnYYl/?igshid=1molgtf8wj0z4', 'display_url': 'instagram.com/p/B-s3GWSnYYl/…', 'indices': [221, 244]}]}",0,0,42133,Stephanie Snook,257,592,9,644,"York, PA","[-76.6725583, 40.0673671]"
2020-04-08 01:11:02+00:00,1247693402109440001,Thoughts? San Francisco:: 10-Year-Old San Francisco Boy Gets Birthday Visit From SF Fire Department https://t.co/OElhY0tULx #Coronavirus #KPIXBetterTogetherCommunity #Local @HainesForSF 2020,"thoughts san francisco yearold san francisco boy gets bihday visit sf fire depament kpixbetteogethercommunity local hainesforsf
","{'hashtags': [{'text': 'Coronavirus', 'indices': [124, 136]}, {'text': 'KPIXBetterTogetherCommunity', 'indices': [137, 165]}, {'text': 'Local', 'indices': [166, 172]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HainesForSF', 'name': 'Shaun Haines 力是亮', 'id': 853007708814954496, 'id_str': '853007708814954496', 'indices': [173, 185]}], 'urls': [{'url': 'https://t.co/OElhY0tULx', 'expanded_url': 'http://dlvr.it/RTMncS', 'display_url': 'dlvr.it/RTMncS', 'indices': [100, 123]}]}",0,0,6081,Shaun Haines 力是亮,0,0,0,0,"San Francisco, CA","[-122.3958528, 37.7929728]"
2020-04-08 01:12:23+00:00,1247693742355644416,"Quarantined. - EMP #sevendaysnewyorkcityinblackandwhite #quarantined #coronavirus #blackandwhitephotography #edmarshallphotographynyc @ Bronx, New York https://t.co/gAKCAWnpR4","quarantined emp sevendaysnewyorkcityinblackandwhite quarantined blackandwhitephotography edmarshallphotographynyc bronx new york
","{'hashtags': [{'text': 'sevendaysnewyorkcityinblackandwhite', 'indices': [19, 55]}, {'text': 'quarantined', 'indices': [56, 68]}, {'text': 'coronavirus', 'indices': [69, 81]}, {'text': 'blackandwhitephotography', 'indices': [82, 107]}, {'text': 'edmarshallphotographynyc', 'indices': [108, 133]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gAKCAWnpR4', 'expanded_url': 'https://www.instagram.com/p/B-s3SNjDQq4/?igshid=16kygkxvi1ubs', 'display_url': 'instagram.com/p/B-s3SNjDQq4/…', 'indices': [152, 175]}]}",0,0,36061,Ed Marshall (EMPNYC),957,1752,49,174,New York City,"[-73.8669, 40.85]"
